datetime,open,high,low,close,volume,turnover
20210104093500,4.98805948,5.00600214,4.97908815,4.97908815,117900.0,656041.0
20210104094000,4.97908815,4.98805948,4.97908815,4.97908815,90400.0,501985.0
20210104094500,4.97908815,4.99703081,4.97908815,4.99703081,87000.0,483850.0
20210104095000,4.99703081,5.00600214,4.98805948,4.98805948,104500.0,581797.0
20210104095500,4.98805948,4.99703081,4.97908815,4.98805948,138200.0,768327.0
20210104100000,4.98805948,4.98805948,4.95217416,4.96114549,327000.0,1811630.0
20210104100500,4.96114549,4.97011682,4.96114549,4.96114549,120411.0,666216.0
20210104101000,4.96114549,4.97908815,4.96114549,4.97011682,107000.0,592906.0
20210104101500,4.96114549,4.97011682,4.96114549,4.96114549,84000.0,464861.0
20210104102000,4.96114549,4.97011682,4.95217416,4.96114549,242389.0,1340188.0
20210104102500,4.96114549,4.97011682,4.95217416,4.96114549,176000.0,972911.0
20210104103000,4.96114549,4.97011682,4.96114549,4.97011682,84000.0,464611.0
20210104103500,4.97011682,4.97011682,4.96114549,4.96114549,59200.0,327856.0
20210104104000,4.97011682,4.97011682,4.95217416,4.95217416,173900.0,961577.0
20210104104500,4.95217416,4.97011682,4.95217416,4.97011682,82300.0,455142.0
20210104105000,4.97011682,4.97011682,4.96114549,4.97011682,53700.0,297046.0
20210104105500,4.97011682,4.97011682,4.95217416,4.96114549,160100.0,885538.0
20210104110000,4.96114549,4.97011682,4.95217416,4.96114549,96000.0,530879.0
20210104110500,4.96114549,4.97011682,4.96114549,4.97011682,60262.0,333670.0
20210104111000,4.97011682,4.97908815,4.97011682,4.97011682,73100.0,405248.0
20210104111500,4.97011682,4.97908815,4.97011682,4.97908815,74500.0,413403.0
20210104112000,4.97908815,4.98805948,4.97908815,4.98805948,22800.0,126600.0
20210104112500,4.98805948,4.98805948,4.96114549,4.97011682,358800.0,1987151.0
20210104113000,4.97011682,4.97908815,4.97011682,4.97908815,112700.0,624470.0
20210104130500,4.97908815,4.98805948,4.97908815,4.97908815,113500.0,630010.0
20210104131000,4.97908815,4.98805948,4.97908815,4.98805948,33800.0,187700.0
20210104131500,4.97908815,4.98805948,4.97908815,4.98805948,134700.0,748089.0
20210104132000,4.98805948,4.98805948,4.97908815,4.98805948,167100.0,928935.0
20210104132500,4.98805948,4.98805948,4.97908815,4.98805948,132200.0,734671.0
20210104133000,4.98805948,4.98805948,4.97908815,4.97908815,136600.0,758408.0
20210104133500,4.97908815,4.98805948,4.97908815,4.98805948,155800.0,865426.0
20210104134000,4.98805948,4.98805948,4.97908815,4.98805948,46000.0,255526.0
20210104134500,4.98805948,4.98805948,4.97908815,4.98805948,131100.0,728376.0
20210104135000,4.98805948,4.99703081,4.98805948,4.99703081,34100.0,189667.0
20210104135500,4.99703081,4.99703081,4.98805948,4.99703081,66800.0,371937.0
20210104140000,4.99703081,4.99703081,4.98805948,4.98805948,71600.0,398193.0
20210104140500,4.98805948,4.99703081,4.98805948,4.98805948,161800.0,899626.0
20210104141000,4.98805948,4.98805948,4.97908815,4.98805948,174600.0,969329.0
20210104141500,4.98805948,4.98805948,4.97908815,4.98805948,68600.0,381274.0
20210104142000,4.98805948,4.99703081,4.97908815,4.99703081,79200.0,440348.0
20210104142500,4.99703081,5.00600214,4.98805948,5.00600214,155900.0,868814.0
20210104143000,5.00600214,5.00600214,4.99703081,5.00600214,94500.0,527217.0
20210104143500,4.99703081,5.01497347,4.99703081,5.01497347,81200.0,453224.0
20210104144000,5.01497347,5.0239448,5.00600214,5.0239448,155100.0,867631.0
20210104144500,5.0239448,5.0239448,5.01497347,5.01497347,108000.0,604262.0
20210104145000,5.01497347,5.0239448,5.00600214,5.00600214,184900.0,1033312.0
20210104145500,5.00600214,5.0239448,5.00600214,5.01497347,298902.0,1670423.0
20210104150000,5.01497347,5.0239448,5.01497347,5.01497347,111200.0,621790.0
20210105093500,5.00600214,5.00600214,4.97908815,4.98805948,97700.0,543333.0
20210105094000,4.98805948,4.99703081,4.98805948,4.98805948,85200.0,473824.0
20210105094500,4.98805948,4.99703081,4.97908815,4.98805948,84377.0,468797.0
20210105095000,4.97908815,4.97908815,4.96114549,4.96114549,350023.0,1941354.0
20210105095500,4.96114549,4.97011682,4.96114549,4.96114549,168900.0,934431.0
20210105100000,4.96114549,4.98805948,4.96114549,4.98805948,112500.0,622714.0
20210105100500,4.97908815,4.97908815,4.96114549,4.97908815,130900.0,725505.0
20210105101000,4.97908815,4.97908815,4.97011682,4.97011682,76900.0,426158.0
20210105101500,4.97011682,4.97908815,4.96114549,4.97011682,104000.0,576136.0
20210105102000,4.96114549,4.97011682,4.96114549,4.97011682,103925.0,575021.0
20210105102500,4.97011682,4.97011682,4.96114549,4.97011682,126400.0,699991.0
20210105103000,4.97011682,4.97011682,4.96114549,4.96114549,163000.0,901511.0
20210105103500,4.96114549,4.97011682,4.96114549,4.96114549,147600.0,817332.0
20210105104000,4.97011682,4.97908815,4.96114549,4.97011682,123500.0,684018.0
20210105104500,4.96114549,4.97011682,4.96114549,4.97011682,141500.0,783512.0
20210105105000,4.97011682,5.00600214,4.97011682,4.99703081,170900.0,950522.0
20210105105500,4.99703081,5.00600214,4.98805948,4.98805948,213900.0,1191432.0
20210105110000,4.98805948,4.98805948,4.97908815,4.97908815,34900.0,193970.0
20210105110500,4.97908815,4.98805948,4.97908815,4.97908815,73300.0,407092.0
20210105111000,4.97908815,4.99703081,4.97908815,4.98805948,35900.0,199753.0
20210105111500,4.98805948,4.98805948,4.97908815,4.97908815,89400.0,496612.0
20210105112000,4.97908815,4.98805948,4.97011682,4.97011682,62500.0,346949.0
20210105112500,4.97011682,4.97908815,4.97011682,4.97011682,75300.0,417412.0
20210105113000,4.97011682,4.98805948,4.97011682,4.98805948,13100.0,72753.0
20210105130500,4.98805948,4.98805948,4.97908815,4.97908815,71700.0,398063.0
20210105131000,4.97908815,4.97908815,4.97011682,4.97908815,38100.0,211298.0
20210105131500,4.97908815,4.97908815,4.97011682,4.97011682,125200.0,693637.0
20210105132000,4.97011682,4.97908815,4.96114549,4.97011682,55800.0,309064.0
20210105132500,4.97011682,4.97908815,4.96114549,4.96114549,70900.0,392757.0
20210105133000,4.96114549,4.97011682,4.96114549,4.96114549,63200.0,349879.0
20210105133500,4.96114549,4.97011682,4.96114549,4.97011682,29200.0,161521.0
20210105134000,4.96114549,4.97011682,4.96114549,4.96114549,116600.0,644853.0
20210105134500,4.97011682,4.97908815,4.96114549,4.97011682,119800.0,663177.0
20210105135000,4.97011682,4.98805948,4.97011682,4.97908815,132800.0,736884.0
20210105135500,4.97908815,4.98805948,4.97011682,4.98805948,30200.0,167777.0
20210105140000,4.98805948,4.99703081,4.97908815,4.98805948,73800.0,410759.0
20210105140500,4.98805948,5.00600214,4.98805948,4.99703081,151400.0,843287.0
20210105141000,4.99703081,5.00600214,4.98805948,4.98805948,40200.0,223581.0
20210105141500,4.98805948,4.99703081,4.97908815,4.99703081,124600.0,693266.0
20210105142000,4.98805948,4.99703081,4.98805948,4.98805948,67400.0,374767.0
20210105142500,4.98805948,4.99703081,4.98805948,4.99703081,70500.0,392414.0
20210105143000,4.99703081,4.99703081,4.97908815,4.97908815,87700.0,487368.0
20210105143500,4.97908815,4.98805948,4.97908815,4.98805948,65000.0,361006.0
20210105144000,4.98805948,4.98805948,4.97908815,4.97908815,15600.0,86640.0
20210105144500,4.97908815,4.99703081,4.97908815,4.98805948,197500.0,1098197.0
20210105145000,4.99703081,4.99703081,4.97011682,4.97908815,378000.0,2097956.0
20210105145500,4.98805948,4.98805948,4.97908815,4.98805948,238000.0,1321095.0
20210105150000,4.97908815,4.99703081,4.97908815,4.98805948,151256.0,841422.0
