datetime,open,high,low,close,volume,turnover
20210104093500,10.43647506,10.65577062,10.43647506,10.64580264,2752100.0,29147025.0
20210104094000,10.64580264,10.69564254,10.59596274,10.60593072,1878900.0,20072636.0
20210104094500,10.60593072,10.6158987,10.53615486,10.57602678,962100.0,10212359.0
20210104095000,10.57602678,10.59596274,10.54612284,10.57602678,790000.0,8382147.0
20210104095500,10.58599476,10.58599476,10.55609082,10.55609082,478200.0,5068399.0
20210104100000,10.55609082,10.5660588,10.5162189,10.5162189,424130.0,4482961.0
20210104100500,10.5162189,10.53615486,10.5162189,10.53615486,379320.0,4006725.0
20210104101000,10.53615486,10.54612284,10.5162189,10.52618688,251700.0,2657424.0
20210104101500,10.5162189,10.52618688,10.45641102,10.45641102,780300.0,8201364.0
20210104102000,10.466379,10.50625092,10.45641102,10.50625092,376520.0,3958431.0
20210104102500,10.50625092,10.5162189,10.48631496,10.48631496,194700.0,2050765.0
20210104103000,10.48631496,10.50625092,10.48631496,10.50625092,142320.0,1498735.0
20210104103500,10.50625092,10.5162189,10.49628294,10.50625092,235900.0,2485655.0
20210104104000,10.49628294,10.50625092,10.466379,10.47634698,407271.0,4281138.0
20210104104500,10.48631496,10.49628294,10.466379,10.48631496,108900.0,1145114.0
20210104105000,10.49628294,10.53615486,10.48631496,10.52618688,318300.0,3353604.0
20210104105500,10.5162189,10.52618688,10.50625092,10.5162189,112873.0,1190670.0
20210104110000,10.50625092,10.52618688,10.50625092,10.52618688,129997.0,1371149.0
20210104110500,10.5162189,10.52618688,10.50625092,10.52618688,111170.0,1172585.0
20210104111000,10.5162189,10.52618688,10.50625092,10.5162189,106500.0,1123627.0
20210104111500,10.5162189,10.52618688,10.50625092,10.50625092,129300.0,1363512.0
20210104112000,10.50625092,10.53615486,10.50625092,10.52618688,160130.0,1690341.0
20210104112500,10.5162189,10.54612284,10.5162189,10.52618688,229500.0,2425067.0
20210104113000,10.53615486,10.58599476,10.53615486,10.58599476,387100.0,4104531.0
20210104130500,10.57602678,10.6158987,10.57602678,10.58599476,407220.0,4329260.0
20210104131000,10.59596274,10.59596274,10.5660588,10.58599476,209090.0,2220145.0
